transaction_id,user_id,timestamp,amount,currency,country_code
TXN_10031,USR_1216,2026-01-10 03:43:00,4645.28,GBP,GBR
TXN_10032,USR_1408,2026-01-20 22:32:00,4975.8,GBP,DEU
TXN_10033,USR_1462,2026-01-16 09:17:00,613.81,USD,
TXN_10034,USR_1567,2026-01-04 05:33:00,1158.27,USD,USA
TXN_10035,USR_1060,2026-01-04 05:24:00,1152.42,USD,DEU
TXN_10036,USR_1285,2026-01-07 00:32:00,3348.2,USD,GBR
TXN_10037,USR_1903,2026-01-22 12:37:00,2859.51,EUR,USA
TXN_10038,USR_1194,2026-01-17 03:00:00,480.69,GBP,DEU
TXN_10039,USR_1478,2026-01-30 17:45:00,4320.55,USD,GBR
TXN_10040,USR_1100,2026-01-05 23:22:00,312.46,GBP,DEU
TXN_10041,USR_1194,2026-01-09 08:26:00,2686.07,USD,DEU
TXN_10042,USR_1255,2026-01-26 01:07:00,4373.68,USD,DEU
TXN_10043,USR_1667,2026-02-04 07:06:00,4996.42,USD,USA
TXN_10044,USR_1170,2026-01-19 06:03:00,2038.01,EUR,USA
TXN_10045,USR_1168,2026-01-21 17:00:00,1901.08,EUR,DEU
TXN_10046,USR_1713,2026-02-02 16:42:00,4787.02,GBP,GBR
TXN_10047,USR_1194,2026-02-03 11:38:00,1490.57,USD,GBR
TXN_10048,USR_1765,2026-01-22 16:47:00,1574.89,USD,GBR
TXN_10049,USR_1873,2026-01-04 15:31:00,2660.32,USD,GBR
TXN_10050,USR_1070,2026-01-19 09:02:00,2979.23,GBP,USA
TXN_10051,USR_1911,2026-01-02 19:25:00,2852.68,GBP,GBR
TXN_10052,USR_1429,2026-01-15 09:34:00,3290.29,GBP,GBR
TXN_10053,USR_1209,2026-01-13 02:08:00,3351.93,EUR,USA
TXN_10054,USR_1687,2026-02-04 05:15:00,3231.05,EUR,DEU
TXN_10055,USR_1009,2026-01-04 08:02:00,2296.84,GBP,USA
TXN_10056,USR_1518,2026-01-12 02:50:00,1333.35,EUR,USA
TXN_10057,USR_1161,2026-01-14 18:26:00,2196.54,GBP,GBR
TXN_10058,USR_1826,2026-01-26 05:47:00,3273.34,USD,GBR
TXN_10059,USR_1679,2026-01-06 06:05:00,526.9,USD,DEU
TXN_10060,USR_1760,2026-01-28 12:39:00,2770.59,EUR,DEU
TXN_10061,USR_1351,2026-01-24 00:03:00,1025.95,GBP,DEU
TXN_10062,USR_1927,2026-01-29 20:49:00,4541.71,USD,USA
TXN_10063,USR_1283,2026-01-29 23:54:00,229.99,EUR,USA
TXN_10064,USR_1165,2026-01-20 11:09:00,3708.74,GBP,GBR
TXN_10065,USR_1114,2026-01-25 19:56:00,385.47,GBP,
TXN_10066,USR_1378,2026-01-06 19:13:00,2916.72,USD,DEU
TXN_10067,USR_1373,2026-01-10 13:28:00,4495.92,USD,DEU
TXN_10068,USR_1682,2026-01-29 05:56:00,522.94,GBP,DEU
TXN_10069,USR_1947,2026-01-19 18:21:00,4650.11,USD,
TXN_10070,USR_1754,2026-02-03 10:53:00,4623.19,EUR,GBR
TXN_10071,USR_1273,2026-01-18 09:51:00,804.4,GBP,USA
TXN_10072,USR_1879,2026-01-16 21:56:00,2358.74,USD,DEU
TXN_10073,USR_1814,2026-01-31 00:56:00,4357.9,USD,USA
TXN_10074,USR_1336,2026-01-16 23:33:00,1400.23,USD,DEU
TXN_10075,USR_1409,2026-01-02 06:09:00,3400.8,GBP,DEU
TXN_10076,USR_1993,2026-01-02 17:48:00,1313.46,GBP,DEU
TXN_10077,USR_1444,2026-01-28 14:09:00,1734.98,EUR,DEU
TXN_10078,USR_1118,2026-01-12 14:14:00,1932.13,GBP,USA
TXN_10079,USR_1446,2026-02-02 17:49:00,18.44,GBP,GBR
TXN_10080,USR_1754,2026-01-04 04:26:00,3356.44,EUR,DEU
TXN_10081,USR_1942,2026-01-06 16:08:00,1657.7,EUR,GBR
TXN_10082,USR_1307,2026-01-15 20:17:00,2540.54,GBP,DEU
TXN_10083,USR_1302,2026-01-31 06:17:00,2776.52,USD,DEU
TXN_10084,USR_1693,2026-01-26 21:37:00,3743.19,USD,GBR
TXN_10085,USR_1561,2026-01-10 13:35:00,4170.29,EUR,DEU
TXN_10086,USR_1593,2026-01-21 02:33:00,3037.24,EUR,DEU
TXN_10087,USR_1218,2026-01-30 23:39:00,2560.76,GBP,USA
TXN_10088,USR_1527,2026-01-05 06:01:00,3322.63,GBP,DEU
TXN_10089,USR_1769,2026-01-10 01:31:00,1181.99,EUR,USA
TXN_10090,USR_1047,2026-01-04 07:33:00,1231.76,EUR,GBR
TXN_10091,USR_1907,2026-02-01 16:37:00,3152.53,USD,GBR
TXN_10092,USR_1409,2026-01-01 06:04:00,1227.48,GBP,GBR
TXN_10093,USR_1881,2026-01-10 23:02:00,3852.53,USD,DEU
TXN_10094,USR_1980,2026-01-26 08:51:00,3482.6,EUR,USA
TXN_10095,USR_1868,2026-01-31 09:11:00,615.58,USD,DEU
TXN_10096,USR_1572,2026-02-02 17:39:00,2981.31,EUR,GBR
TXN_10097,USR_1436,2026-01-08 05:51:00,4154.54,GBP,DEU
TXN_10098,USR_1486,2026-01-13 14:54:00,2255.85,USD,GBR
TXN_10099,USR_1533,21/01/2026,2428.14,USD,DEU
TXN_10100,USR_1292,2026-01-25 14:00:00,1180.12,EUR,DEU
TXN_10101,USR_1154,2026-02-02 03:36:00,1163.99,GBP,USA
TXN_10102,USR_1424,19/01/2026,2043.92,GBP,DEU
TXN_10103,USR_1852,2026-01-01 21:21:00,2106.52,GBP,GBR
TXN_10104,USR_1783,2026-01-17 00:13:00,2882.69,EUR,USA
TXN_10105,USR_1399,2026-02-04 00:30:00,4268.71,EUR,GBR
TXN_10106,USR_1819,2026-01-10 23:41:00,3020.23,USD,DEU
TXN_10107,USR_1497,2026-01-31 21:49:00,154.83,EUR,GBR
TXN_10108,USR_1741,2026-01-29 07:41:00,833.57,EUR,USA
TXN_10109,USR_1928,2026-01-02 05:37:00,1976.16,GBP,GBR
TXN_10110,USR_1438,2026-01-03 06:56:00,687.14,EUR,USA
TXN_10111,USR_1335,2026-02-04 15:28:00,1066.18,EUR,DEU
TXN_10112,USR_1284,2026-01-04 17:28:00,3762.53,EUR,DEU
TXN_10113,USR_1767,30/01/2026,2701.7,EUR,USA
TXN_10114,USR_1980,2026-01-10 01:46:00,3262.26,USD,USA
TXN_10115,USR_1636,2026-01-31 11:14:00,770.39,USD,DEU
TXN_10116,USR_1970,2026-01-17 18:56:00,1097.64,GBP,DEU
TXN_10117,USR_1621,2026-01-08 10:53:00,4819.04,GBP,USA
TXN_10118,USR_1110,2026-01-31 19:51:00,2897.64,EUR,GBR
TXN_10119,USR_1384,2026-01-04 11:01:00,1989.31,GBP,USA
TXN_10120,USR_1850,2026-01-14 17:25:00,3139.94,USD,GBR
TXN_10121,USR_1614,2026-01-16 19:15:00,4029.58,GBP,USA
TXN_10122,USR_1677,2026-01-16 12:43:00,-1859.15,GBP,GBR
TXN_10123,USR_1430,2026-01-17 11:37:00,4113.43,USD,DEU
TXN_10124,USR_1848,2026-01-09 00:24:00,2304.1,USD,DEU
TXN_10125,USR_1988,2026-01-23 00:07:00,3255.78,GBP,GBR
TXN_10126,USR_1845,2026-01-12 04:09:00,3657.82,EUR,DEU
TXN_10127,USR_1088,2026-02-04 03:44:00,1401.85,EUR,USA
TXN_10128,USR_1624,2026-01-23 11:55:00,3344.26,EUR,USA
TXN_10129,USR_1186,2026-01-16 11:45:00,2442.87,EUR,DEU
TXN_10130,USR_1610,2026-01-01 11:06:00,3508.91,EUR,GBR
TXN_10131,USR_1195,2026-01-23 05:40:00,437.21,GBP,DEU
TXN_10132,USR_1246,2026-01-23 08:07:00,3456.14,GBP,GBR
TXN_10133,USR_1017,2026-02-01 11:37:00,474.34,USD,DEU
TXN_10134,USR_1679,2026-01-25 03:55:00,2911.96,EUR,GBR
TXN_10135,USR_1763,2026-01-21 15:37:00,2756.44,EUR,GBR
TXN_10136,USR_1257,2026-01-15 08:40:00,1160.38,GBP,USA
TXN_10137,USR_1548,2026-01-09 17:13:00,4754.88,GBP,USA
TXN_10138,USR_1495,2026-01-28 03:52:00,1389.73,GBP,GBR
TXN_10139,USR_1102,2026-01-17 10:11:00,4164.82,EUR,USA
TXN_10140,USR_1014,2026-01-03 01:43:00,3543.01,USD,DEU
TXN_10141,USR_1566,2026-02-04 06:15:00,1467.76,USD,GBR
TXN_10142,USR_1893,2026-01-22 18:54:00,71.2,EUR,DEU
TXN_10143,USR_1188,2026-01-06 04:37:00,4827.83,EUR,DEU
TXN_10144,USR_1410,2026-02-01 05:48:00,2463.82,USD,GBR
TXN_10145,USR_1152,2026-01-12 07:06:00,4057.6,EUR,USA
TXN_10146,USR_1782,2026-01-11 06:31:00,2086.71,GBP,GBR
TXN_10147,USR_1389,2026-01-27 18:50:00,2258.07,EUR,DEU
TXN_10148,USR_1312,2026-02-03 16:23:00,2847.46,USD,GBR
TXN_10149,USR_1781,2026-01-31 01:22:00,1046.86,USD,DEU
TXN_10150,USR_1245,2026-01-01 02:56:00,877.33,USD,USA
TXN_10151,USR_1705,2026-01-11 12:51:00,2973.12,EUR,USA
TXN_10152,USR_1289,2026-02-01 06:49:00,3517.91,EUR,USA
TXN_10153,USR_1270,2026-01-31 02:12:00,3941.26,GBP,GBR
TXN_10154,USR_1202,2026-01-30 11:24:00,2131.44,GBP,USA
TXN_10155,USR_1272,2026-01-08 13:14:00,4134.89,USD,USA
TXN_10156,USR_1609,2026-01-20 23:41:00,3747.3,GBP,DEU
TXN_10157,USR_1705,2026-01-23 18:39:00,1527.42,EUR,DEU
TXN_10158,USR_1448,2026-02-03 10:19:00,411.4,USD,DEU
TXN_10159,USR_1256,2026-01-27 04:17:00,139.07,USD,GBR
TXN_10160,USR_1021,2026-01-27 05:25:00,4997.87,GBP,DEU
TXN_10161,USR_1774,2026-01-21 03:02:00,884.2,GBP,GBR
TXN_10162,USR_1185,2026-01-23 09:06:00,4984.76,EUR,GBR
TXN_10163,USR_1481,2026-01-31 11:58:00,1746.33,EUR,DEU
TXN_10164,USR_1164,2026-01-14 02:49:00,1655.72,GBP,DEU
TXN_10165,USR_1410,2026-01-21 16:48:00,4069.69,GBP,USA
TXN_10166,USR_1258,2026-01-01 01:16:00,1623.14,EUR,GBR
TXN_10167,USR_1555,2026-01-24 14:17:00,2315.26,USD,USA
TXN_10168,USR_1774,2026-01-10 06:21:00,2497.48,EUR,USA
TXN_10169,USR_1134,2026-01-23 01:27:00,4639.09,EUR,GBR
TXN_10170,USR_1996,2026-01-08 05:00:00,3153.81,USD,GBR
TXN_10171,USR_1014,2026-01-06 03:56:00,2765.73,USD,USA
TXN_10172,USR_1120,2026-02-02 14:44:00,3242.07,USD,DEU
TXN_10173,USR_1722,2026-01-12 02:14:00,1374.39,EUR,DEU
TXN_10174,USR_1148,2026-02-03 23:10:00,1924.09,GBP,GBR
TXN_10175,USR_1884,2026-01-24 02:36:00,358.35,EUR,DEU
TXN_10176,USR_1002,2026-01-27 09:26:00,1421.37,EUR,GBR
TXN_10177,USR_1501,2026-01-23 01:02:00,4327.65,EUR,GBR
TXN_10178,USR_1565,2026-01-15 15:29:00,3816.73,EUR,DEU
TXN_10179,USR_1714,2026-01-19 16:41:00,1201.64,EUR,USA
TXN_10180,USR_1762,2026-01-31 04:56:00,2370.15,EUR,DEU
TXN_10181,USR_1667,2026-01-06 17:54:00,4904.28,EUR,USA
TXN_10182,USR_1604,2026-01-05 12:55:00,1666.65,USD,DEU
TXN_10183,USR_1467,2026-01-30 19:12:00,86.58,USD,DEU
TXN_10184,USR_1076,2026-01-29 08:46:00,2352.76,EUR,DEU
TXN_10185,USR_1665,2026-01-25 06:52:00,410.77,EUR,GBR
TXN_10186,USR_1324,2026-01-02 15:13:00,3137.73,EUR,GBR
TXN_10187,USR_1240,2026-02-03 23:41:00,3159.49,EUR,USA
TXN_10188,USR_1100,2026-01-21 04:37:00,3804.24,GBP,USA
TXN_10189,USR_1306,2026-01-03 13:18:00,4518.09,USD,DEU
TXN_10190,USR_1383,2026-01-19 18:05:00,2159.13,USD,GBR
TXN_10191,USR_1811,2026-01-28 17:44:00,908.48,USD,USA
TXN_10192,USR_1634,2026-01-07 12:20:00,3418.84,EUR,GBR
TXN_10193,USR_1653,2026-01-01 10:16:00,1277.35,EUR,GBR
TXN_10194,USR_1476,08/01/2026,4507.04,GBP,GBR
TXN_10195,USR_1967,2026-01-30 01:54:00,1734.37,GBP,DEU
TXN_10196,USR_1706,2026-01-18 12:12:00,1257.99,EUR,USA
TXN_10197,USR_1109,2026-01-27 03:51:00,1193.66,GBP,DEU
TXN_10198,USR_1716,2026-01-13 11:49:00,-1483.2,GBP,DEU
TXN_10199,USR_1885,2026-01-28 14:22:00,3432.14,GBP,USA
TXN_10200,USR_1852,2026-01-28 15:05:00,4521.73,EUR,USA
TXN_10201,USR_1224,2026-01-31 20:18:00,3186.72,GBP,DEU
TXN_10202,USR_1785,2026-01-05 10:08:00,3299.32,USD,GBR
TXN_10203,USR_1661,2026-01-27 09:03:00,206.72,EUR,USA
TXN_10204,USR_1134,2026-02-04 00:27:00,459.77,EUR,DEU
TXN_10205,USR_1205,2026-01-25 03:50:00,669.48,GBP,DEU
TXN_10206,USR_1279,2026-01-14 10:23:00,4154.06,EUR,DEU
TXN_10207,USR_1346,2026-01-07 09:45:00,4023.12,EUR,USA
TXN_10208,USR_1231,2026-01-19 02:05:00,4302.1,GBP,GBR
TXN_10209,USR_1823,2026-01-01 15:13:00,2790.99,USD,DEU
TXN_10210,USR_1126,2026-01-31 14:23:00,2279.38,GBP,GBR
TXN_10211,USR_1390,2026-01-31 17:07:00,4113.86,EUR,USA
TXN_10212,USR_1025,2026-01-28 18:23:00,3101.54,GBP,DEU
TXN_10213,USR_1064,2026-01-14 18:05:00,3180.67,EUR,GBR
TXN_10214,USR_1119,2026-01-23 10:05:00,707.49,USD,DEU
TXN_10215,USR_1240,2026-01-21 15:30:00,4437.42,USD,DEU
TXN_10216,USR_1972,2026-01-27 17:32:00,3718.27,GBP,DEU
TXN_10217,USR_1158,2026-01-23 06:30:00,4428.21,GBP,USA
TXN_10218,USR_1961,2026-01-17 20:44:00,4758.09,USD,GBR
TXN_10219,USR_1455,2026-02-01 04:57:00,4753.27,EUR,USA
TXN_10220,USR_1923,2026-01-19 02:53:00,4889.43,EUR,USA
TXN_10221,USR_1991,2026-01-31 03:56:00,619.58,EUR,USA
TXN_10222,USR_1654,2026-01-16 04:17:00,2989.76,USD,USA
TXN_10223,USR_1128,2026-01-26 05:21:00,3937.02,USD,USA
TXN_10224,USR_1221,2026-01-07 17:11:00,4067.13,USD,DEU
TXN_10225,USR_1610,2026-01-25 14:04:00,24.15,USD,USA
TXN_10226,USR_1178,2026-01-01 16:14:00,558.53,USD,USA
TXN_10227,USR_1807,2026-01-08 22:20:00,1197.28,EUR,USA
TXN_10228,USR_1129,03/02/2026,3711.17,GBP,USA
TXN_10229,USR_1459,2026-01-05 23:07:00,3892.31,GBP,GBR
TXN_10230,USR_1226,2026-01-30 23:42:00,4727.62,USD,GBR
TXN_10231,USR_1469,2026-01-22 19:11:00,3220.27,USD,USA
TXN_10232,USR_1436,21/01/2026,3433.63,EUR,GBR
TXN_10233,USR_1082,2026-01-06 17:51:00,1617.34,USD,USA
TXN_10234,USR_1648,2026-01-18 08:03:00,2930.97,GBP,DEU
TXN_10235,USR_1543,2026-01-20 13:54:00,1481.54,GBP,GBR
TXN_10236,USR_1718,2026-01-26 02:13:00,580.93,GBP,GBR
TXN_10237,USR_1220,2026-01-16 10:13:00,2156.05,USD,DEU
TXN_10238,USR_1408,2026-01-20 10:09:00,2085.79,USD,DEU
TXN_10239,USR_1261,22/01/2026,1877.76,USD,GBR
TXN_10240,USR_1851,2026-02-03 21:18:00,435.97,EUR,USA
TXN_10241,USR_1831,2026-01-26 13:25:00,659.28,USD,GBR
TXN_10242,USR_1686,2026-02-04 03:31:00,619.93,EUR,GBR
TXN_10243,USR_1937,2026-01-15 05:17:00,3608.09,EUR,GBR
TXN_10244,USR_1591,2026-01-22 22:41:00,2541.99,USD,GBR
TXN_10245,USR_1110,2026-01-06 05:30:00,1757.07,GBP,DEU
TXN_10246,USR_1587,2026-01-29 07:06:00,1138.53,EUR,GBR
TXN_10247,USR_1658,2026-02-01 13:28:00,2788.13,GBP,GBR
TXN_10248,USR_1184,2026-01-16 23:25:00,-1373.62,EUR,DEU
TXN_10249,USR_1890,2026-01-04 04:01:00,724.82,GBP,DEU
TXN_10250,USR_1648,2026-01-25 03:26:00,4859.33,USD,GBR
TXN_10251,USR_1429,2026-01-15 04:24:00,2273.69,USD,DEU
TXN_10252,USR_1795,2026-01-03 09:28:00,4707.62,GBP,USA
TXN_10253,USR_1772,2026-01-13 09:13:00,3093.01,GBP,USA
TXN_10254,USR_1434,2026-01-13 10:23:00,2433.45,EUR,DEU
TXN_10255,USR_1524,2026-01-13 21:23:00,577.95,EUR,USA
TXN_10256,USR_1607,2026-01-03 01:37:00,2438.3,GBP,DEU
TXN_10257,USR_1613,2026-01-10 14:44:00,283.36,USD,DEU
TXN_10258,USR_1782,2026-01-01 08:27:00,1285.04,EUR,USA
TXN_10259,USR_1440,2026-02-02 00:36:00,886.72,EUR,GBR
TXN_10260,USR_1572,2026-01-19 01:43:00,4168.44,EUR,USA
TXN_10261,USR_1043,2026-01-15 05:57:00,2186.74,EUR,USA
TXN_10262,USR_1587,2026-01-14 04:14:00,2028.07,GBP,DEU
TXN_10263,USR_1021,2026-01-21 22:33:00,4831.34,USD,GBR
TXN_10264,USR_1941,2026-01-12 01:46:00,1815.64,EUR,USA
TXN_10265,USR_1410,2026-02-03 22:38:00,2624.57,EUR,DEU
TXN_10266,USR_1341,2026-01-29 19:40:00,3897.8,USD,GBR
TXN_10267,USR_1522,2026-02-03 02:30:00,977.58,EUR,DEU
TXN_10268,USR_1660,2026-01-07 15:58:00,4077.03,USD,USA
TXN_10269,USR_1177,2026-01-09 01:30:00,3015.97,GBP,USA
TXN_10270,USR_1643,2026-01-21 10:20:00,2475.64,GBP,GBR
TXN_10271,USR_1903,2026-01-15 17:02:00,2826.81,GBP,GBR
TXN_10272,USR_1642,2026-01-22 08:12:00,1587.53,EUR,USA
TXN_10273,USR_1310,2026-01-17 00:25:00,3983.69,GBP,USA
TXN_10274,USR_1317,2026-01-17 18:46:00,2314.1,USD,USA
TXN_10275,USR_1078,2026-01-28 00:54:00,3226.89,USD,GBR
TXN_10276,USR_1473,2026-01-21 11:14:00,2905.84,GBP,USA
TXN_10277,USR_1585,2026-01-22 15:31:00,3262.67,EUR,GBR
TXN_10278,USR_1980,2026-02-02 12:14:00,318.75,USD,DEU
TXN_10279,USR_1661,2026-01-20 22:09:00,871.07,USD,GBR
TXN_10280,USR_1536,2026-01-17 23:16:00,2618.51,USD,DEU
TXN_10281,USR_1396,2026-01-28 05:04:00,2049.76,USD,GBR
TXN_10282,USR_1646,2026-01-05 07:14:00,3240.05,USD,DEU
TXN_10283,USR_1395,2026-01-28 10:19:00,1427.89,GBP,GBR
TXN_10284,USR_1341,2026-01-16 22:06:00,416.69,GBP,USA
TXN_10285,USR_1671,2026-01-28 01:57:00,3495.42,EUR,USA
TXN_10286,USR_1086,2026-01-15 22:48:00,1554.81,EUR,GBR
TXN_10287,USR_1686,2026-01-24 22:58:00,3517.13,GBP,GBR
TXN_10288,USR_1686,2026-01-17 12:04:00,2122.8,EUR,USA
TXN_10289,USR_1973,2026-01-11 07:27:00,1078.82,EUR,USA
TXN_10290,USR_1158,2026-01-25 13:35:00,395.05,USD,GBR
TXN_10291,USR_1904,2026-01-29 03:04:00,2637.39,GBP,DEU
TXN_10292,USR_1385,2026-01-29 10:23:00,779.72,USD,GBR
TXN_10293,USR_1169,2026-01-17 13:55:00,3608.7,USD,DEU
TXN_10294,USR_1243,2026-02-04 05:49:00,4848.25,GBP,DEU
TXN_10295,USR_1459,2026-01-22 08:18:00,1177.67,USD,DEU
TXN_10296,USR_1198,2026-01-22 00:17:00,1845.53,GBP,DEU
TXN_10297,USR_1796,2026-01-08 09:01:00,1915.54,GBP,DEU
TXN_10298,USR_1820,2026-01-30 04:21:00,3027.27,EUR,USA
TXN_10299,USR_1380,2026-01-24 11:31:00,2777.16,USD,GBR
TXN_10300,USR_1291,2026-01-21 10:47:00,428.54,USD,DEU
TXN_10301,USR_1150,2026-01-21 12:46:00,4156.92,USD,USA
TXN_10302,USR_1952,2026-01-23 20:20:00,143.08,USD,DEU
TXN_10303,USR_1395,2026-01-02 06:48:00,4972.68,EUR,USA
TXN_10304,USR_1101,2026-01-07 15:32:00,4197.49,GBP,DEU
TXN_10305,USR_1293,2026-01-07 07:36:00,4587.81,EUR,GBR
TXN_10306,USR_1480,2026-01-01 20:46:00,2248.52,USD,USA
TXN_10307,USR_1855,2026-01-25 00:29:00,756.1,GBP,GBR
TXN_10308,USR_1794,2026-01-03 04:10:00,1447.63,EUR,USA
TXN_10309,USR_1654,2026-01-06 01:06:00,3971.56,EUR,USA
TXN_10310,USR_1511,2026-01-24 10:56:00,2987.73,USD,GBR
TXN_10311,USR_1735,2026-01-28 23:33:00,726.45,EUR,USA
TXN_10312,USR_1584,2026-01-04 21:31:00,2088.67,GBP,GBR
TXN_10313,USR_1369,2026-01-24 02:09:00,347.72,GBP,GBR
TXN_10314,USR_1519,2026-01-02 23:34:00,2775.22,EUR,DEU
TXN_10315,USR_1382,2026-01-04 01:48:00,1275.71,USD,DEU
TXN_10316,USR_1750,2026-02-03 11:02:00,3288.95,USD,GBR
TXN_10317,USR_1136,2026-01-30 06:07:00,231.24,GBP,DEU
TXN_10318,USR_1797,2026-01-29 18:02:00,3426.57,GBP,DEU
TXN_10319,USR_1138,2026-01-14 08:32:00,324.87,EUR,USA
TXN_10320,USR_1810,2026-01-15 02:42:00,1005.35,USD,DEU
TXN_10321,USR_1834,2026-02-04 06:48:00,2719.72,EUR,USA
TXN_10322,USR_1292,2026-01-16 02:34:00,1791.3,USD,GBR
TXN_10323,USR_1818,2026-01-21 00:19:00,1846.42,EUR,GBR
TXN_10324,USR_1395,2026-02-01 11:56:00,1701.79,USD,DEU
TXN_10325,USR_1946,2026-02-03 02:11:00,3988.48,EUR,USA
TXN_10326,USR_1440,2026-01-14 08:53:00,3016.24,USD,GBR
TXN_10327,USR_1081,2026-01-21 07:04:00,1646.32,EUR,DEU
TXN_10328,USR_1436,2026-01-21 08:24:00,841.56,EUR,DEU
TXN_10329,USR_1890,2026-01-13 11:54:00,4558.92,GBP,DEU
TXN_10330,USR_1810,2026-01-30 00:21:00,4740.04,USD,GBR
TXN_10331,USR_1525,2026-01-02 10:01:00,4007.47,GBP,USA
TXN_10332,USR_1622,06/01/2026,3393.66,EUR,USA
TXN_10333,USR_1797,2026-01-26 19:35:00,3229.36,EUR,
TXN_10334,USR_1157,2026-01-21 04:55:00,3398.52,EUR,DEU
TXN_10335,USR_1587,2026-01-15 07:24:00,697.1,EUR,DEU
TXN_10336,USR_1255,2026-01-09 11:13:00,4803.0,USD,GBR
TXN_10337,USR_1396,2026-01-12 20:19:00,4568.58,USD,DEU
TXN_10338,USR_1219,2026-01-23 08:32:00,4981.86,EUR,GBR
TXN_10339,USR_1138,2026-02-02 11:12:00,4265.6,EUR,USA
TXN_10340,USR_1089,2026-01-16 19:29:00,4054.46,EUR,GBR
TXN_10341,USR_1563,2026-02-02 09:30:00,2715.44,EUR,USA
TXN_10342,USR_1717,2026-01-11 04:56:00,3192.12,EUR,GBR
TXN_10343,USR_1205,2026-01-02 04:43:00,3962.41,USD,DEU
TXN_10344,USR_1586,2026-01-28 20:25:00,1850.87,GBP,USA
TXN_10345,USR_1067,2026-01-22 18:50:00,1553.36,GBP,GBR
TXN_10346,USR_1787,2026-01-06 16:54:00,2053.07,GBP,USA
TXN_10347,USR_1657,2026-01-24 13:06:00,380.08,EUR,GBR
TXN_10348,USR_1899,2026-01-27 18:02:00,4146.98,GBP,GBR
TXN_10349,USR_1989,2026-01-06 15:38:00,653.87,GBP,USA
TXN_10350,USR_1311,2026-01-11 06:17:00,831.64,EUR,GBR
TXN_10351,USR_1963,2026-01-12 09:44:00,2599.3,EUR,USA
TXN_10352,USR_1979,2026-01-14 18:46:00,2758.7,USD,GBR
TXN_10353,USR_1095,2026-01-27 10:14:00,2517.84,USD,GBR
TXN_10354,USR_1674,2026-01-26 15:38:00,3126.15,GBP,DEU
TXN_10355,USR_1884,2026-01-27 06:00:00,151.58,USD,GBR
TXN_10356,USR_1215,2026-01-30 01:57:00,3837.13,EUR,
TXN_10357,USR_1910,2026-01-14 17:59:00,3139.55,EUR,GBR
TXN_10358,USR_1824,21/01/2026,4038.67,EUR,DEU
TXN_10359,USR_1061,2026-01-22 03:18:00,798.82,EUR,DEU
TXN_10360,USR_1621,2026-02-03 09:57:00,726.91,GBP,DEU
TXN_10361,USR_1353,2026-01-24 10:30:00,4877.12,USD,DEU
TXN_10362,USR_1326,2026-01-21 11:05:00,1216.27,USD,DEU
TXN_10363,USR_1099,2026-01-20 00:43:00,262.52,EUR,GBR
TXN_10364,USR_1886,2026-02-02 19:40:00,4512.53,EUR,GBR
TXN_10365,USR_1781,2026-01-23 16:47:00,805.12,GBP,DEU
TXN_10366,USR_1509,2026-01-21 19:26:00,125.65,EUR,GBR
